plot_code,sub_plot,year,month,day,litterfall_trap_num,litterfall_trap_size_m2,leaves_MgC_ha_year,twigs_MgC_ha_year,flowers_MgC_ha_year,fruits_MgC_ha_year,seeds_MgC_ha_year,outros_MgC_ha_year,total_litterfall_MgC_ha_year,date,DaysBetween
ESA-06,17,2020,3,13,6.17,0.25,0.220123077,0.038521538,0,0,0,0,0.258644615,13/03/2020,13
ESA-06,18,2020,3,13,6.18,0.25,0.517289231,0.055030769,0,0.060533846,0,0,0.632853846,13/03/2020,13
ESA-06,19,2020,3,13,6.19,0.25,0.291663077,0.016509231,0,0.016509231,0,0,0.324681538,13/03/2020,13
ESA-06,7,2020,7,8,6.7,0.25,0.943471966,0.078265983,0,0.05931094,0.001834359,0.008560342,1.09144359,08/07/2020,117
ESA-06,8,2020,7,8,6.8,0.25,1.021126496,0.067259829,0,0,0,0.005503077,1.093889402,08/07/2020,117
ESA-06,9,2020,7,8,6.9,0.25,4.803574701,0.512397607,0,0,0,0.020177949,5.336150256,08/07/2020,117
ESA-06,12,2020,7,8,6.12,0.25,0.197499316,0.004280171,0,0,0,0.002445812,0.204225299,08/07/2020,117
ESA-06,13,2020,7,8,6.13,0.25,3.061545128,0.23907812,0.003668718,0,0,0.021400855,3.325692821,08/07/2020,117
ESA-06,14,2020,7,8,6.14,0.25,2.995508205,0.380323761,0,0,0,0.021400855,3.397232821,08/07/2020,117
ESA-06,17,2020,7,8,6.17,0.25,1.805620684,0.018955043,0,0,0.003668718,0.009171795,1.837416239,08/07/2020,117
ESA-06,18,2020,7,8,6.18,0.25,0.862760171,0.061756752,0.003668718,0,0,0.015286325,0.943471966,08/07/2020,117
ESA-06,19,2020,7,8,6.19,0.25,0.823015726,0.135131111,0,0,0,0.007337436,0.965484274,08/07/2020,117
ESA-06,7,2020,7,25,6.7,0.25,4.431271765,0.092581176,0.012624706,0,0,0,4.536477647,25/07/2020,17
ESA-06,8,2020,7,25,6.8,0.25,4.460729412,0.597569412,0,0,0,0.012624706,5.070923529,25/07/2020,17
ESA-06,9,2020,7,25,6.9,0.25,7.755777647,1.973662353,0,0,0,0.012624706,9.742064706,25/07/2020,17
ESA-06,12,2020,7,25,6.12,0.25,1.826374118,0.021041176,0,0,0,0,1.847415294,25/07/2020,17
ESA-06,13,2020,7,25,6.13,0.25,9.72944,0.42924,0.012624706,0,0,0.046290588,10.21759529,25/07/2020,17
ESA-06,14,2020,7,25,6.14,0.25,3.118302353,0.744857647,0,0,0,0,3.86316,25/07/2020,17
ESA-06,17,2020,7,25,6.17,0.25,3.728496471,1.022601176,0,0,0,0.025249412,4.776347059,25/07/2020,17
ESA-06,18,2020,7,25,6.18,0.25,7.090876471,0.555487059,0.016832941,0,0,0.012624706,7.675821176,25/07/2020,17
ESA-06,19,2020,7,25,6.19,0.25,4.620642353,0.138871765,0,0,0,0.016832941,4.776347059,25/07/2020,17
ESA-06,7,2020,8,7,6.7,0.25,4.138313846,0,0,0,0,0,4.138313846,07/08/2020,13
ESA-06,8,2020,8,7,6.8,0.25,4.743652308,0.154086154,0,0.110061538,0,0,5.0078,07/08/2020,13
ESA-06,9,2020,8,7,6.9,0.25,1.034578462,0.027515385,0,0,0,0.022012308,1.084106154,07/08/2020,13
ESA-06,12,2020,8,7,6.12,0.25,2.190224615,0.236632308,0,0,0,0,2.426856923,07/08/2020,13
ESA-06,13,2020,8,7,6.13,0.25,8.199584615,0.14308,0,0,0,0,8.342664615,07/08/2020,13
ESA-06,14,2020,8,7,6.14,0.25,2.096672308,0.330184615,0,0,0,0,2.426856923,07/08/2020,13
ESA-06,17,2020,8,7,6.17,0.25,1.298726154,0,0,0,0,0,1.298726154,07/08/2020,13
ESA-06,18,2020,8,7,6.18,0.25,6.328538462,0.027515385,0,0,0,0,6.356053846,07/08/2020,13
ESA-06,19,2020,8,7,6.19,0.25,3.109238462,0,0,0,0,0,3.109238462,07/08/2020,13
ESA-06,7,2020,9,6,6.7,0.25,1.941118667,0.312391333,0,0,0,0.019077333,2.272587333,06/09/2020,30
ESA-06,8,2020,9,6,6.8,0.25,8.699264,0.848941333,0,0.031000667,0.019077333,0.033385333,9.631668667,06/09/2020,30
ESA-06,9,2020,9,6,6.9,0.25,3.173991333,0.713015333,0,0,0,0.033385333,3.920392,06/09/2020,30
ESA-06,12,2020,9,6,6.12,0.25,1.612034667,0.026231333,0,0,0,0,1.638266,06/09/2020,30
ESA-06,13,2020,9,6,6.13,0.25,9.08558,1.335413333,0.014308,0,0.011923333,0.062001333,10.509226,06/09/2020,30
ESA-06,14,2020,9,6,6.14,0.25,1.437954,0.166926667,0,0,0,0,1.604880667,06/09/2020,30
ESA-06,17,2020,9,6,6.17,0.25,3.693848667,0.336238,0,0,0,0.028616,4.058702667,06/09/2020,30
ESA-06,18,2020,9,6,6.18,0.25,5.840048667,1.118408667,0.007154,0.958636,0.066770667,0.038154667,8.029172667,06/09/2020,30
ESA-06,19,2020,9,6,6.19,0.25,6.631758,0.240851333,0,0,0,0.009538667,6.882148,06/09/2020,30
ESA-06,7,2020,10,16,6.7,0.25,1.384299,0.050078,0.0053655,0,0,0.017885,1.4576275,16/10/2020,40
ESA-06,8,2020,10,16,6.8,0.25,1.7223255,0.0196735,0.010731,0,0.207466,0.0196735,1.9798695,16/10/2020,40
ESA-06,9,2020,10,16,6.9,0.25,1.7473645,0.479318,0,0,0.0125195,0.017885,2.257087,16/10/2020,40
ESA-06,12,2020,10,16,6.12,0.25,0.7386505,0,0,0,0,0,0.7386505,16/10/2020,40
ESA-06,13,2020,10,16,6.13,0.25,3.0708545,0.3666425,0.0482895,0,0,0.042924,3.5287105,16/10/2020,40
ESA-06,14,2020,10,16,6.14,0.25,4.2476875,0.0876365,0.03577,0,0,0.0160965,4.3871905,16/10/2020,40
ESA-06,17,2020,10,16,6.17,0.25,1.294874,0.239659,0,0.118041,0,0.050078,1.702652,16/10/2020,40
ESA-06,18,2020,10,16,6.18,0.25,2.7346165,0.21462,0.0089425,0.2307165,0.057232,0.0339815,3.280109,16/10/2020,40
ESA-06,19,2020,10,16,6.19,0.25,3.172799,0.1377145,0.0125195,0,0,0.017885,3.340918,16/10/2020,40
ESA-06,7,2020,11,2,6.7,0.25,0.42924,3.947324706,0.012624706,0,0,0,4.389189412,02/11/2020,17
ESA-06,8,2020,11,2,6.8,0.25,0.265118824,0.294576471,0.252494118,0,0,0,0.812189412,02/11/2020,17
ESA-06,9,2020,11,2,6.9,0.25,0.185162353,0.252494118,0.016832941,0,0,0,0.454489412,02/11/2020,17
ESA-06,12,2020,11,2,6.12,0.25,0.025249412,0,0,0,0,0,0.025249412,02/11/2020,17
ESA-06,13,2020,11,2,6.13,0.25,1.872664706,0.597569412,0.984727059,0,0,0,3.454961176,02/11/2020,17
ESA-06,14,2020,11,2,6.14,0.25,0.164121176,0.180954118,0.315617647,0.025249412,0,0,0.685942353,02/11/2020,17
ESA-06,17,2020,11,2,6.17,0.25,0.374532941,0.265118824,0.302992941,0,0,0,0.942644706,02/11/2020,17
ESA-06,18,2020,11,2,6.18,0.25,0.605985882,0.100997647,0.164121176,0.652276471,0,0,1.523381176,02/11/2020,17
ESA-06,19,2020,11,2,6.19,0.25,0.319825882,0.075748235,0.290368235,0,0,0,0.685942353,02/11/2020,17
ESA-06,7,2020,12,21,6.7,0.25,0.47888,0.01606,0.05548,0,0.00438,0,0.5548,21/12/2020,49
ESA-06,8,2020,12,21,6.8,0.25,0.21024,0.01168,0.05694,0,0,0,0.27886,21/12/2020,49
ESA-06,9,2020,12,21,6.9,0.25,0.45844,0.23652,0.146,0.01022,0,0.0146,0.86578,21/12/2020,49
ESA-06,12,2020,12,21,6.12,0.25,0.17958,0.00584,0.00876,0,0,0,0.19418,21/12/2020,49
ESA-06,13,2020,12,21,6.13,0.25,1.17092,0.08176,0.85556,0.16352,0,0.05402,2.32578,21/12/2020,49
ESA-06,14,2020,12,21,6.14,0.25,0.45844,0.05256,0.06132,0.4307,0,0.0657,1.06872,21/12/2020,49
ESA-06,17,2020,12,21,6.17,0.25,0.14308,0.03796,0.06716,0.03066,0,0.00438,0.28324,21/12/2020,49
ESA-06,18,2020,12,21,6.18,0.25,0.39274,0.30514,0.14162,0.3796,0,0,1.2191,21/12/2020,49
ESA-06,19,2020,12,21,6.19,0.25,0.28032,0.02628,0.06132,0,0,0,0.36792,21/12/2020,49
ESA-06,7,2021,1,4,6.7,0.25,0.32704,0.03066,0.10731,0,0,0,0.46501,04/01/2021,14
ESA-06,8,2021,1,4,6.8,0.25,0.03066,0.08687,0.0511,0.03577,0,0,0.2044,04/01/2021,14
ESA-06,9,2021,1,4,6.9,0.25,0.30149,0.11753,0.11753,0,0,0.15841,0.69496,04/01/2021,14
ESA-06,12,2021,1,4,6.12,0.25,0,0,0,0.02555,0,0,0.02555,04/01/2021,14
ESA-06,13,2021,1,4,6.13,0.25,0.63364,0.16352,0.19418,0.16352,0,0.07154,1.2264,04/01/2021,14
ESA-06,14,2021,1,4,6.14,0.25,0.12264,0.04599,0.07154,0,0,0.08176,0.32193,04/01/2021,14
ESA-06,17,2021,1,4,6.17,0.25,0.29127,0.04088,0,0.76139,0,0,1.09354,04/01/2021,14
ESA-06,18,2021,1,4,6.18,0.25,0.25039,0.1533,0,0.54166,0,0,0.94535,04/01/2021,14
ESA-06,19,2021,1,4,6.19,0.25,0.24528,0.04088,0.1533,0.0511,0,0,0.49056,04/01/2021,14
ESA-06,7,2021,1,19,6.7,0.25,0.290929333,0.014308,0.100156,0,0,0,0.405393333,19/01/2021,15
ESA-06,8,2021,1,19,6.8,0.25,0.109694667,0,0,0,0,0,0.109694667,19/01/2021,15
ESA-06,9,2021,1,19,6.9,0.25,0.038154667,0.047693333,0.109694667,0,0,0.457856,0.653398667,19/01/2021,15
ESA-06,12,2021,1,19,6.12,0.25,0,0,0.019077333,0,0,0,0.019077333,19/01/2021,15
ESA-06,13,2021,1,19,6.13,0.25,0.872788,0.019077333,0.019077333,0.081078667,0,0.052462667,1.044484,19/01/2021,15
ESA-06,14,2021,1,19,6.14,0.25,0.434009333,0.224158667,0.467394667,0,0,0.138310667,1.263873333,19/01/2021,15
ESA-06,17,2021,1,19,6.17,0.25,0.267082667,0.062001333,0,0.076309333,0,0,0.405393333,19/01/2021,15
ESA-06,18,2021,1,19,6.18,0.25,0.314776,0,0,0.667706667,0,0.023846667,1.006329333,19/01/2021,15
ESA-06,19,2021,1,19,6.19,0.25,0.057232,0.186004,0,0,0,0.219389333,0.462625333,19/01/2021,15
ESA-06,7,2021,2,2,6.7,0.25,0.49056,0.09198,0,0,0,0,0.58254,02/02/2021,14
ESA-06,8,2021,2,2,6.8,0.25,0.81249,0.14308,0,0.06132,0,0,1.01689,02/02/2021,14
ESA-06,9,2021,2,2,6.9,0.25,0.06132,0.08687,0.1022,0,0,0.16863,0.41902,02/02/2021,14
ESA-06,12,2021,2,2,6.12,0.25,0,0,0,0,0,0,0,02/02/2021,14
ESA-06,13,2021,2,2,6.13,0.25,0.27083,0,0,0,0,0.05621,0.32704,02/02/2021,14
ESA-06,14,2021,2,2,6.14,0.25,0.1022,0.11242,1.08332,0.6132,0,0.02044,1.93158,02/02/2021,14
ESA-06,17,2021,2,2,6.17,0.25,0,0.17885,0,0,0,0,0.17885,02/02/2021,14
ESA-06,18,2021,2,2,6.18,0.25,0.13286,0,0,1.60454,0,0,1.7374,02/02/2021,14
ESA-06,19,2021,2,2,6.19,0.25,0.07154,0.01533,0.04088,0.02044,0,0.18907,0.33726,02/02/2021,14
ESA-06,7,2021,2,18,6.7,0.25,1.1356975,0,0,0.09389625,0,0,1.22959375,18/02/2021,16
ESA-06,8,2021,2,18,6.8,0.25,0.3845275,0,0,0,0,0,0.3845275,18/02/2021,16
ESA-06,9,2021,2,18,6.9,0.25,0.7422275,0.04918375,0.50078,0,0,0.03129875,1.32349,18/02/2021,16
ESA-06,12,2021,2,18,6.12,0.25,0.12966625,0,0,0,0,0,0.12966625,18/02/2021,16
ESA-06,13,2021,2,18,6.13,0.25,1.55152375,0.31745875,0,0.09389625,0,0.0804825,2.04336125,18/02/2021,16
ESA-06,14,2021,2,18,6.14,0.25,0.983675,0.053655,0.840595,0,0,0,1.877925,18/02/2021,16
ESA-06,17,2021,2,18,6.17,0.25,0,0.017885,0.03577,0,0,0,0.053655,18/02/2021,16
ESA-06,18,2021,2,18,6.18,0.25,0.96131875,0.0268275,0.03129875,0.29063125,0,0.02235625,1.3324325,18/02/2021,16
ESA-06,19,2021,2,18,6.19,0.25,0.21014875,0,0.089425,0.01341375,0,0,0.3129875,18/02/2021,16
ESA-06,7,2021,3,5,6.7,0.25,1.4308,0.219389333,0,0.457856,0,0,2.108045333,05/03/2021,15
ESA-06,8,2021,3,5,6.8,0.25,0.558012,0,0,0,0,0,0.558012,05/03/2021,15
ESA-06,9,2021,3,5,6.9,0.25,0.343392,0.038154667,5.246266667,0,0,0.114464,5.742277333,05/03/2021,15
ESA-06,12,2021,3,5,6.12,0.25,0.157388,0,0,0,0,0,0.157388,05/03/2021,15
ESA-06,13,2021,3,5,6.13,0.25,0.567550667,0.147849333,0,0.486472,0,0,1.201872,05/03/2021,15
ESA-06,14,2021,3,5,6.14,0.25,0.982482667,0.047693333,0.453086667,5.212881333,0,0.042924,6.739068,05/03/2021,15
ESA-06,17,2021,3,5,6.17,0.25,0.882326667,0.066770667,0.028616,0,0,0,0.977713333,05/03/2021,15
ESA-06,18,2021,3,5,6.18,0.25,0.968174667,0,0,0,0,0.014308,0.982482667,05/03/2021,15
ESA-06,19,2021,3,5,6.19,0.25,0.481702667,0,0,0,0,0.033385333,0.515088,05/03/2021,15
ESA-06,7,2021,3,20,6.7,0.25,0.486472,0.038154667,0,0.600936,0,0,1.125562667,20/03/2021,15
ESA-06,8,2021,3,20,6.8,0.25,0.767862667,0,0,0,0,0.019077333,0.78694,20/03/2021,15
ESA-06,9,2021,3,20,6.9,0.25,0.85848,0.228928,2.480053333,0,0,0,3.567461333,20/03/2021,15
ESA-06,12,2021,3,20,6.12,0.25,0.181234667,0,0,0,0,0,0.181234667,20/03/2021,15
ESA-06,13,2021,3,20,6.13,0.25,0.152618667,0.252774667,0,2.260664,0,0,2.666057333,20/03/2021,15
ESA-06,14,2021,3,20,6.14,0.25,0.453086667,0.038154667,0.062001333,3.86316,0,0,4.416402667,20/03/2021,15
ESA-06,17,2021,3,20,6.17,0.25,0.352930667,0.014308,0,0,0,0,0.367238667,20/03/2021,15
ESA-06,18,2021,3,20,6.18,0.25,0.620013333,0,0,0,0,0,0.620013333,20/03/2021,15
ESA-06,19,2021,3,20,6.19,0.25,0.548473333,0.023846667,0,0,0,0,0.57232,20/03/2021,15
ESA-06,7,2021,4,3,6.7,0.25,1.03733,0.24528,0,0.02044,0.02044,0,1.32349,03/04/2021,14
ESA-06,8,2021,4,3,6.8,0.25,1.24684,0.01533,0,0,0,0,1.26217,03/04/2021,14
ESA-06,9,2021,4,3,6.9,0.25,0.6132,0,0,0,0,0,0.6132,03/04/2021,14
ESA-06,12,2021,4,3,6.12,0.25,0.75117,0.26572,0.16863,0.0511,0,0.07154,1.30816,03/04/2021,14
ESA-06,13,2021,4,3,6.13,0.25,0,0,0,0,0,0,0,03/04/2021,14
ESA-06,14,2021,4,3,6.14,0.25,0.55188,0.4088,0,0.39858,0.08176,0.03066,1.47168,03/04/2021,14
ESA-06,17,2021,4,3,6.17,0.25,0.87381,0.05621,0.02044,0.02555,0,0,0.97601,03/04/2021,14
ESA-06,18,2021,4,3,6.18,0.25,0.49567,0.17885,0,0,0,0,0.67452,03/04/2021,14
ESA-06,19,2021,4,3,6.19,0.25,0.22484,0.03577,0,0,0,0,0.26061,03/04/2021,14
ESA-06,7,2021,4,22,6.7,0.25,1.607767368,0.018826316,0,0,0,0,1.626593684,22/04/2021,19
ESA-06,8,2021,4,22,6.8,0.25,0.896132632,0,0,0,0,0,0.896132632,22/04/2021,19
ESA-06,9,2021,4,22,6.9,0.25,1.777204211,0.199558947,0.060244211,0.169436842,0,0,2.206444211,22/04/2021,19
ESA-06,12,2021,4,22,6.12,0.25,0.030122105,0,0,0,0,0,0.030122105,22/04/2021,19
ESA-06,13,2021,4,22,6.13,0.25,0.425474737,0.154375789,0,0.124253684,0,0.026356842,0.730461053,22/04/2021,19
ESA-06,14,2021,4,22,6.14,0.25,0.734226316,0.045183158,0,0.030122105,0,0,0.809531579,22/04/2021,19
ESA-06,17,2021,4,22,6.17,0.25,0.594911579,0.026356842,0,0,0,0,0.621268421,22/04/2021,19
ESA-06,18,2021,4,22,6.18,0.25,0.331343158,0,0,0.203324211,0,0,0.534667368,22/04/2021,19
ESA-06,19,2021,4,22,6.19,0.25,0.161906316,0,0,0,0,0,0.161906316,22/04/2021,19
ESA-06,7,2021,5,4,6.7,0.25,0.882326667,5.049531667,0,0,0,0,5.931858333,04/05/2021,12
ESA-06,8,2021,5,4,6.8,0.25,1.257911667,0.053655,0,0,0,0,1.311566667,04/05/2021,12
ESA-06,9,2021,5,4,6.9,0.25,0.274236667,0.190773333,0,0.095386667,0,0,0.560396667,04/05/2021,12
ESA-06,12,2021,5,4,6.12,0.25,0,0.023846667,0,0,0,0,0.023846667,04/05/2021,12
ESA-06,13,2021,5,4,6.13,0.25,0.93002,0.113271667,0,0,0,0.119233333,1.162525,04/05/2021,12
ESA-06,14,2021,5,4,6.14,0.25,0.983675,0.137118333,0,0.077501667,0,0,1.198295,04/05/2021,12
ESA-06,17,2021,5,4,6.17,0.25,0.03577,0.023846667,0,0,0,0,0.059616667,04/05/2021,12
ESA-06,18,2021,5,4,6.18,0.25,0.417316667,0.268275,0,0,0,0,0.685591667,04/05/2021,12
ESA-06,19,2021,5,4,6.19,0.25,0.351738333,0.315968333,0,0,0,0,0.667706667,04/05/2021,12
ESA-06,7,2021,5,17,6.7,0.25,1.986610769,0,0,0,0,0,1.986610769,17/05/2021,13
ESA-06,8,2021,5,17,6.8,0.25,1.71696,0,0,0,0,0,1.71696,17/05/2021,13
ESA-06,9,2021,5,17,6.9,0.25,3.285336923,0.781436923,0,0.104558462,0,0,4.171332308,17/05/2021,13
ESA-06,12,2021,5,17,6.12,0.25,0.077043077,0,0,0,0,0,0.077043077,17/05/2021,13
ESA-06,13,2021,5,17,6.13,0.25,0.506283077,0,0,0,0,0.022012308,0.528295385,17/05/2021,13
ESA-06,14,2021,5,17,6.14,0.25,1.199670769,0.060533846,0,0.027515385,0,0.038521538,1.326241538,17/05/2021,13
ESA-06,17,2021,5,17,6.17,0.25,3.054207692,0,0,0,0,0.022012308,3.07622,17/05/2021,13
ESA-06,18,2021,5,17,6.18,0.25,0.198110769,0.033018462,0,0,0,0,0.231129231,17/05/2021,13
ESA-06,19,2021,5,17,6.19,0.25,0.137576923,0,0,0,0,0,0.137576923,17/05/2021,13
ESA-06,7,2021,6,1,6.7,0.25,1.778961333,0,0,0,0,0,1.778961333,01/06/2021,15
ESA-06,8,2021,6,1,6.8,0.25,1.297258667,0,0,0,0,0,1.297258667,01/06/2021,15
ESA-06,9,2021,6,1,6.9,0.25,5.341653333,0.691553333,0,0.052462667,0,0.038154667,6.123824,01/06/2021,15
ESA-06,12,2021,6,1,6.12,0.25,0.038154667,0,0,0,0,0,0.038154667,01/06/2021,15
ESA-06,13,2021,6,1,6.13,0.25,1.50234,0,0,0,0,0,1.50234,01/06/2021,15
ESA-06,14,2021,6,1,6.14,0.25,3.071450667,0.133541333,0,0.042924,0,0,3.247916,01/06/2021,15
ESA-06,17,2021,6,1,6.17,0.25,2.894985333,0,0,0,0,0,2.894985333,01/06/2021,15
ESA-06,18,2021,6,1,6.18,0.25,1.7885,0,0,0,0,0,1.7885,01/06/2021,15
ESA-06,19,2021,6,1,6.19,0.25,0.152618667,0.019077333,0,0,0,0.019077333,0.190773333,01/06/2021,15
ESA-06,7,2021,6,18,6.7,0.25,2.487067059,0.984727059,0,0,0,0,3.471794118,18/06/2021,17
ESA-06,8,2021,6,18,6.8,0.25,2.567023529,0.113622353,0,0,0,0,2.680645882,18/06/2021,17
ESA-06,9,2021,6,18,6.9,0.25,3.353963529,0.387157647,0,0.117830588,0,0,3.858951765,18/06/2021,17
ESA-06,12,2021,6,18,6.12,0.25,0.467114118,0,0,0,0,0,0.467114118,18/06/2021,17
ESA-06,13,2021,6,18,6.13,0.25,3.299256471,0.28616,0,0,0,0,3.585416471,18/06/2021,17
ESA-06,14,2021,6,18,6.14,0.25,2.777435294,0.269327059,0,0.088372941,0,0.016832941,3.151968235,18/06/2021,17
ESA-06,17,2021,6,18,6.17,0.25,0.336658824,0.530237647,0,0,0,0,0.866896471,18/06/2021,17
ESA-06,18,2021,6,18,6.18,0.25,2.386069412,0.113622353,0,0,0,0,2.499691765,18/06/2021,17
ESA-06,19,2021,6,18,6.19,0.25,1.132015294,0.130455294,0,0,0,0,1.262470588,18/06/2021,17
ESA-06,7,2021,7,2,6.7,0.25,2.59077,0.53655,0,0,0,0,3.12732,02/07/2021,14
ESA-06,8,2021,7,2,6.8,0.25,2.72874,1.64542,0,0.11242,0,0,4.48658,02/07/2021,14
ESA-06,9,2021,7,2,6.9,0.25,4.02668,0.34237,0,0.3066,0,0,4.67565,02/07/2021,14
ESA-06,12,2021,7,2,6.12,0.25,1.47168,0.26572,0,0.13286,0,0,1.87026,02/07/2021,14
ESA-06,13,2021,7,2,6.13,0.25,4.28729,1.7374,0,0,0,0,6.02469,02/07/2021,14
ESA-06,14,2021,7,2,6.14,0.25,4.40993,0.42413,0,0.12775,0,0,4.96181,02/07/2021,14
ESA-06,17,2021,7,2,6.17,0.25,1.55344,1.30305,0,0,0,0,2.85649,02/07/2021,14
ESA-06,18,2021,7,2,6.18,0.25,2.92292,2.5039,0.06132,0,0,0,5.48814,02/07/2021,14
ESA-06,19,2021,7,2,6.19,0.25,2.90248,1.58921,0,0,0,0,4.49169,02/07/2021,14
ESA-06,7,2021,7,20,6.7,0.25,3.962521111,0.313981111,0,0,0,0,4.276502222,20/07/2021,18
ESA-06,8,2021,7,20,6.8,0.25,3.656488889,0.576294444,0,0.111284444,0,0,4.344067778,20/07/2021,18
ESA-06,9,2021,7,20,6.9,0.25,7.889272222,0.798863333,0,0.119233333,0,0,8.807368889,20/07/2021,18
ESA-06,12,2021,7,20,6.12,0.25,1.32349,0.139105556,0,0,0,0,1.462595556,20/07/2021,18
ESA-06,13,2021,7,20,6.13,0.25,7.090408889,0.635911111,0,0.158977778,0,0,7.885297778,20/07/2021,18
ESA-06,14,2021,7,20,6.14,0.25,3.294814444,0.389495556,0,0,0,0,3.68431,20/07/2021,18
ESA-06,17,2021,7,20,6.17,0.25,NA,NA,NA,NA,NA,NA,NA,20/07/2021,18
ESA-06,18,2021,7,20,6.18,0.25,4.562662222,0.10731,0,0,0,0,4.669972222,20/07/2021,18
ESA-06,19,2021,7,20,6.19,0.25,2.976858889,0.14308,0,0,0,0,3.119938889,20/07/2021,18
ESA-06,7,2021,7,31,6.7,0.25,9.866016364,1.580383636,0,0,0,0,11.4464,31/07/2021,11
ESA-06,8,2021,7,31,6.8,0.25,5.892294545,0.279656364,0,0,0,0,6.171950909,31/07/2021,11
ESA-06,9,2021,7,31,6.9,0.25,5.261441818,0.637356364,0,0,0,0,5.898798182,31/07/2021,11
ESA-06,12,2021,7,31,6.12,0.25,3.186781818,0.904005455,0,0,0,0,4.090787273,31/07/2021,11
ESA-06,13,2021,7,31,6.13,0.25,9.326214545,0.50078,0,0,0,0,9.826994545,31/07/2021,11
ESA-06,14,2021,7,31,6.14,0.25,3.882670909,0.247138182,0,0,0,0,4.129809091,31/07/2021,11
ESA-06,17,2021,7,31,6.17,0.25,0,0,0,0,0,0,0,31/07/2021,11
ESA-06,18,2021,7,31,6.18,0.25,5.853272727,4.981785455,0,0,0,0,10.83505818,31/07/2021,11
ESA-06,19,2021,7,31,6.19,0.25,0,0,0,0,0,0,0,31/07/2021,11
ESA-06,7,2021,8,20,6.7,0.25,2.39659,0.075117,0,0,0,0,2.471707,20/08/2021,20
ESA-06,8,2021,8,20,6.8,0.25,4.274515,0.010731,0,0,0,0,4.285246,20/08/2021,20
ESA-06,9,2021,8,20,6.9,0.25,3.616347,0.425663,0,0,0,0,4.04201,20/08/2021,20
ESA-06,12,2021,8,20,6.12,0.25,0.479318,0.021462,0,0,0,0,0.50078,20/08/2021,20
ESA-06,13,2021,8,20,6.13,0.25,3.734388,1.005137,0,0,0.207466,0,4.946991,20/08/2021,20
ESA-06,14,2021,8,20,6.14,0.25,2.775752,0.640283,0,0,0,0.017885,3.43392,20/08/2021,20
ESA-06,17,2021,8,20,6.17,0.25,0.951482,0.042924,0,0,0,0,0.994406,20/08/2021,20
ESA-06,18,2021,8,20,6.18,0.25,1.913695,0.193158,0.017885,0,0,0,2.124738,20/08/2021,20
ESA-06,19,2021,8,20,6.19,0.25,2.768598,0.239659,0,0,0,0,3.008257,20/08/2021,20
ESA-06,7,2021,9,1,6.7,0.25,5.228381667,0.07154,0.029808333,0,0,0,5.32973,01/09/2021,12
ESA-06,8,2021,9,1,6.8,0.25,4.155281667,0.208658333,0,0,0,0,4.36394,01/09/2021,12
ESA-06,9,2021,9,1,6.9,0.25,3.46969,0.53655,0,0,0,0,4.00624,01/09/2021,12
ESA-06,12,2021,9,1,6.12,0.25,1.639458333,0.053655,0,0,0,0,1.693113333,01/09/2021,12
ESA-06,13,2021,9,1,6.13,0.25,4.14932,0.387508333,0,0,0,0,4.536828333,01/09/2021,12
ESA-06,14,2021,9,1,6.14,0.25,3.708156667,0.876365,0,0,0,0,4.584521667,01/09/2021,12
ESA-06,17,2021,9,1,6.17,0.25,0.423278333,0,0,0,0,0,0.423278333,01/09/2021,12
ESA-06,18,2021,9,1,6.18,0.25,4.089703333,0.89425,0,0,0,0,4.983953333,01/09/2021,12
ESA-06,19,2021,9,1,6.19,0.25,5.54435,0.78694,0,0,0,0.023846667,6.355136667,01/09/2021,12
ESA-06,7,2021,9,22,6.7,0.25,1.03222,0.017033333,0.013626667,0,0.017033333,0.013626667,1.09354,22/09/2021,21
ESA-06,8,2021,9,22,6.8,0.25,1.444426667,0.017033333,0.013626667,0.06132,0,0.017033333,1.55344,22/09/2021,21
ESA-06,9,2021,9,22,6.9,0.25,1.42058,0.476933333,0.057913333,0,0.027253333,0.034066667,2.016746667,22/09/2021,21
ESA-06,12,2021,9,22,6.12,0.25,5.4677,0.517813333,0.017033333,0,0,0,6.002546667,22/09/2021,21
ESA-06,13,2021,9,22,6.13,0.25,4.759113333,1.096946667,0.088573333,0.047693333,0,0,5.992326667,22/09/2021,21
ESA-06,14,2021,9,22,6.14,0.25,5.45748,0.190773333,0,0,0,0,5.648253333,22/09/2021,21
ESA-06,17,2021,9,22,6.17,0.25,0.105606667,0,0,0,0,0,0.105606667,22/09/2021,21
ESA-06,18,2021,9,22,6.18,0.25,1.785093333,0.483746667,0,0,0,0,2.26884,22/09/2021,21
ESA-06,19,2021,9,22,6.19,0.25,0.28616,0,0,0,0.06132,0,0.34748,22/09/2021,21
ESA-06,7,2021,10,16,6.7,0.25,0.411355,0.217600833,0.011923333,0,0,0,0.640879167,16/10/2021,24
ESA-06,8,2021,10,16,6.8,0.25,0.2414475,0.056635833,0.0268275,0,0,0,0.324910833,16/10/2021,24
ESA-06,9,2021,10,16,6.9,0.25,0.828671667,0.17885,0,0,0.354719167,0,1.362240833,16/10/2021,24
ESA-06,12,2021,10,16,6.12,0.25,0.339815,0.056635833,0,0,0.047693333,0,0.444144167,16/10/2021,24
ESA-06,13,2021,10,16,6.13,0.25,0.521645833,0.238466667,0.041731667,0.160965,0,0,0.962809167,16/10/2021,24
